code,city,city_restaurants_url,restaurant_name,restaurant_url
,,,El Bocatín,https://glovoapp/es/hsk/store/el-bocatin-huesca/
,,,Café del Arte  (Cocaway),https://glovoapp/es/hsk/store/cafe-del-arte-huesca/
,,,Domino's Pizza,https://glovoapp/es/hsk/store/dominos-pizza-huesca/
,,,De Frida Café,https://glovoapp/es/hsk/store/de-frida-cafe-huesca/
,,,Restaurante Aki Te Espero,https://glovoapp/es/hsk/store/restaurante-aki-te-espero-huesca/
,,,Pak Doner Kebab,https://glovoapp/es/hsk/store/pak-doner-kebab-huesca/
,,,Esmes,https://glovoapp/es/hsk/store/esmes-huesca/
,,,Pastelería Ascaso,https://glovoapp/es/hsk/store/pasteleria-ascaso-huesca/
,,,VERMUT,https://glovoapp/es/hsk/store/tu-almuerzo-huesca/
,,,La Menuda,https://glovoapp/es/hsk/store/la-menuda-huesca/
,,,McDonald's®,https://glovoapp/es/bgy/store/mcdonald-s-bgy/
,,,Burger King®,https://glovoapp/es/bgy/store/burger-king-bgy/
,,,PokeStorie,https://glovoapp/es/bgy/store/pok-storie-bgy/
,,,Gusto Lee,https://glovoapp/es/bgy/store/gusto--lee-bgy/
,,,Il kebabbaro,https://glovoapp/es/bgy/store/il-kebabbaro/
,,,Pizzeria Campioni,https://glovoapp/es/bgy/store/pizzeria-campioni-bgy/
,,,Taj Mahal,https://glovoapp/es/bgy/store/taj-mahal-bgy/
,,,Panda Fast Food,https://glovoapp/es/bgy/store/panda-fast-food-bergamo/
,,,Ravioleria di wang huirong,https://glovoapp/es/bgy/store/ravioleria-di-wang-huirong-/
,,,City Istanbul Kebab,https://glovoapp/es/bgy/store/city-istanbul-kebab-24128/
,,,Burger Wave,https://glovoapp/es/bgy/store/burger-wave-bgy/
,,,Il Giardinetto,https://glovoapp/es/bgy/store/il-giardinetto-bgy/
,,,Pizza Quarenghi,https://glovoapp/es/bgy/store/pizza-quarenghi-bgy/
,,,Sapority dolce e Salato,https://glovoapp/es/bgy/store/sapority-bgy/
,,,Bella Pizza ,https://glovoapp/es/bgy/store/bella-pizza-bergamo/
,,,L'appetito vien mangiando,https://glovoapp/es/bgy/store/lappetito-vien-mangiando/
,,,Murumuru,https://glovoapp/es/bgy/store/murmuru-bgy/
FNZ,Faenza,https://glovoapp.com/es/FNZ/category/RESTAURANT/,,
,,,Pizza Casa del Borgo,https://glovoapp/es/fnz/store/pizza-casa-del-borgo-fnz/
,,,Pizza Casa del Parco,https://glovoapp/es/fnz/store/pizza-casa-del-parco/
,,,Kebab Aladino and pizza kebab,https://glovoapp/es/fnz/store/kebab-aladino-and-pizza-kebab/
,,,Ristorante La Loggia,https://glovoapp/es/fnz/store/ristorante-la-loggia-fnz/
,,,La Mia Infanzia A Tavola,https://glovoapp/es/fnz/store/la-mia-infanzia-a-tavola-fnz/
,,,Il turismo,https://glovoapp/es/fnz/store/ilturismo-fnz/
,,,McDonald's®,https://glovoapp/es/fnz/store/mcdonald-s-fnz33/
,,,Maxi Pizzeria e Kebab,https://glovoapp/es/fnz/store/maxi-pizzeria-e-kebab-fnz/
,,,Copas y Vermuth,https://glovoapp/es/hsk/store/tele-pedo-huesca/
,,,Fast Food,https://glovoapp/es/hsk/store/fast-food-huesca/
,,,La Abadía de los Templarios,https://glovoapp/es/hsk/store/la-abadia-de-los-templarios-huesca/
,,,La Casa de los Guisos y Pizzas,https://glovoapp/es/hsk/store/casa-luigi-huesca/
,,,Tente en Pie,https://glovoapp/es/hsk/store/tente-en-pie-huesca/
,,,Pizza Kebab Malpensata,https://glovoapp/es/bgy/store/malpensata-bgy/
,,,Hayat Kebab,https://glovoapp/es/bgy/store/hayat-kebab-bgy/
,,,Kappadue,https://glovoapp/es/bgy/store/kappadue-bgy/
,,,Birreria Moroni,https://glovoapp/es/bgy/store/birreria-moroni-bgy/
,,,Istanbul efe Kebap,https://glovoapp/es/bgy/store/istanbul-efe-kebap-24126/
,,,Indian & Pakistan food,https://glovoapp/es/bgy/store/indian-and-pakistan-food-bgy/
,,,Pizza istanbul pamukkale,https://glovoapp/es/bgy/store/pizza-istanbul-pamukkale-bgy/
,,,Ramsis kebab e sfizioserie,https://glovoapp/es/bgy/store/ramsis-kebab-e-sfizioserie-bgy/
,,,Hayat panini,https://glovoapp/es/bgy/store/hayat-panini-bgy/
,,,Indian vegan ,https://glovoapp/es/bgy/store/indianvegan-bgy/
,,,Gusto Pizza,https://glovoapp/es/bgy/store/gusto-pizza-24121/
,,,City Istanbul pizza,https://glovoapp/es/bgy/store/city-istanbul-pizza-bgy/
,,,Bobino Bar & Restaurant,https://glovoapp/es/bgy/store/bobino-bar-and-restaurant-bgy/
,,,City istanbul panini,https://glovoapp/es/bgy/store/city-istanbul-panini-bgy/
,,,Pizza Top,https://glovoapp/es/bgy/store/pizza-top-bgy/
,,,Pivo Beer Bar,https://glovoapp/es/bgy/store/pivo-beer-bar-bgy/
,,,Pizzeria Ramsis,https://glovoapp/es/bgy/store/pizzeria-ramsis-bgy/
,,,Bella Piadina,https://glovoapp/es/bgy/store/bella-piadina-bgy/
,,,Urban cook,https://glovoapp/es/bgy/store/urban-cook-bgy/
,,,Spacca,https://glovoapp/es/bgy/store/spacca-bgy/
,,,La Bella Napoli Da Nasti 2 ,https://glovoapp/es/bgy/store/la-bella-napoli-da-nasti-2--bgy/
,,,Zushi,https://glovoapp/es/bgy/store/zushi-ber/
,,,Mexicali ,https://glovoapp/es/bgy/store/mexicali--bgy-/
,,,Domino's pizza,https://glovoapp/es/bgy/store/domino-s-bergamo/
,,,America Graffiti,https://glovoapp/es/bgy/store/america-graffiti-bgy/
,,,Pizzikotto,https://glovoapp/es/bgy/store/pizzikotto-bgy/
,,,Bella Napoli ,https://glovoapp/es/bgy/store/bella-napoli--bgy-/
,,,Osteria Risi.co,https://glovoapp/es/bgy/store/osteriarisico-bgy/
,,,Pizzeria Da Simone,https://glovoapp/es/bgy/store/pizzeria-da-simone-bgy/
,,,I love Poke,https://glovoapp/es/bgy/store/i-love-poke-bergamo/
,,,Okai,https://glovoapp/es/bgy/store/okai/
,,,Biif,https://glovoapp/es/bgy/store/biif-bergamo/
,,,Ristorante la Kantuta,https://glovoapp/es/bgy/store/ristorante-la--kantuta-bgy/
,,,Morso,https://glovoapp/es/bgy/store/morso-bgy/
,,,Flower Burger,https://glovoapp/es/bgy/store/flower-burger--bgy-/
,,,Biif pizza,https://glovoapp/es/bgy/store/biif-pizza-bgy/
,,,Guru,https://glovoapp/es/bgy/store/guru--bgy/
,,,Kaizen Fusion,https://glovoapp/es/bgy/store/kaizen-fusion-bgy/
,,,Taco Truck,https://glovoapp/es/bgy/store/taco-truck-bgy/
SGR,Segrate,https://glovoapp.com/es/SGR/category/RESTAURANT/,,
,,,Progetti in movimento food & drink,https://glovoapp/es/sgr/store/progetti-in-movimento-food-and-drink/
,,,Roccocò,https://glovoapp/es/sgr/store/roccoco-sgr/
,,,Lamburghino Grill and Beer,https://glovoapp/es/sgr/store/lamburghino-grill-and-beer-mil/
